Gender,Age,Under30,SeniorCitizen,Married,NumberofDependents,Latitude,Longitude,Population,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore
Female,68,No,Yes,No,0,39.305545,-123.743697,2229,0,1,,Yes,16.37,Yes,Fiber Optic,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.05,85.05,0.0,0,16.37,101.42,1
Female,47,No,No,Yes,0,33.762759,-116.324817,19702,1,26,,Yes,15.37,No,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,2361.8,0.0,0,399.62,2761.42,1
Female,65,No,Yes,Yes,0,35.245035,-118.905553,15364,2,20,,Yes,38.85,No,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,91.0,1859.5,0.0,0,777.0,2636.5,5
Female,68,No,Yes,Yes,0,37.004068,-119.930027,49247,5,68,,Yes,1.98,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card,96.55,6581.9,0.0,0,134.64,6716.54,1
Male,51,No,No,Yes,0,32.607964,-117.059459,71126,7,25,,Yes,3.81,No,Fiber Optic,8,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.7,2338.35,0.0,0,95.25,2433.6,5
Female,44,No,No,No,0,36.185471,-119.375243,56101,0,70,,Yes,16.93,Yes,DSL,10,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,5991.05,0.0,0,1185.1,7176.15,4
Male,34,No,No,No,0,32.649787,-116.2237,699,0,34,,Yes,4.89,No,Cable,27,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.8,1734.2,0.0,70,166.26,1970.46,4
Male,72,No,Yes,Yes,0,38.392821,-121.799917,18529,6,44,Offer B,Yes,14.65,Yes,Fiber Optic,30,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.2,4040.2,0.0,0,644.6,4684.8,4
Male,54,No,No,No,0,33.859171,-118.252272,25566,0,1,,Yes,15.9,No,Cable,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,43.85,0.0,10,15.9,69.75,4
Male,48,No,No,No,0,38.53508,-121.444144,37031,0,31,,Yes,41.23,No,DSL,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.45,2156.25,0.0,0,1278.13,3434.38,4
Female,21,Yes,No,Yes,0,36.64545,-118.924982,273,9,72,Offer A,Yes,22.41,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.2,5401.9,0.0,20,1613.52,7035.42,4
Female,19,Yes,No,No,0,33.940884,-118.128628,40152,0,72,,Yes,41.91,No,Fiber Optic,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,7624.2,0.0,0,3017.52,10641.72,4
Male,42,No,No,Yes,1,34.051809,-118.383843,27799,2,28,Offer C,No,0.0,No,DSL,19,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,50.8,1386.8,0.0,0,0.0,1386.8,4
Female,20,Yes,No,Yes,1,32.948262,-117.256086,13945,2,72,,Yes,45.66,Yes,DSL,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.95,6652.45,0.0,0,3287.52,9939.97,3
Male,25,Yes,No,No,0,41.082472,-121.195215,240,0,24,,Yes,38.68,No,DSL,73,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.7,1167.8,0.0,0,928.32,2096.12,5
Male,23,Yes,No,No,0,34.049172,-118.115022,26933,0,17,Offer D,Yes,25.91,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,310.6,0.0,0,440.47,751.07,5
Male,54,No,No,Yes,0,33.362575,-117.299644,42239,1,47,Offer B,Yes,7.62,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.55,5124.55,0.0,0,358.14,5482.69,2
Male,38,No,No,No,0,34.866032,-120.536546,210,0,64,Offer B,Yes,36.54,Yes,Fiber Optic,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.25,6549.45,0.0,0,2338.56,8888.01,4
Female,45,No,No,Yes,3,33.527605,-116.666551,3745,8,10,,Yes,32.76,No,Fiber Optic,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,929.45,0.0,0,327.6,1257.05,4
Female,44,No,No,No,0,34.105493,-117.660934,48827,0,10,Offer D,Yes,45.56,No,DSL,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.2,498.25,0.0,0,455.6,953.85,4
Male,60,No,No,No,0,35.652242,-119.4464,22760,0,28,Offer C,Yes,44.28,No,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2068.55,0.0,0,1239.84,3308.39,1
Male,28,Yes,No,Yes,0,38.578604,-122.024579,8406,9,60,Offer B,Yes,31.29,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.5,1198.8,0.0,0,1877.4,3076.2,5
Male,35,No,No,Yes,2,40.497441,-121.827524,4231,9,69,,Yes,42.45,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,95.75,6511.25,0.0,0,2929.05,9440.3,4
Female,60,No,No,No,0,37.656695,-122.048361,11147,0,6,Offer E,Yes,35.88,No,Fiber Optic,10,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,487.05,0.0,0,215.28,702.33,3
Female,45,No,No,No,0,37.866009,-122.286228,15638,0,17,,Yes,12.69,No,Cable,22,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79.85,1387.35,0.0,0,215.73,1603.08,3
Female,29,Yes,No,No,2,37.421299,-120.599587,11463,0,13,Offer D,Yes,11.99,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.15,1299.1,2.76,0,155.87,1452.21,3
Male,51,No,No,No,0,38.486502,-121.334051,11396,0,37,,No,0.0,No,DSL,25,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,35.8,1316.9,0.0,100,0.0,1416.9,3
Female,61,No,No,Yes,0,36.807595,-118.901544,93,1,46,,Yes,37.02,No,DSL,6,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,64.2,3009.5,0.0,0,1702.92,4712.42,4
Female,35,No,No,Yes,0,34.067699,-116.903891,958,7,64,Offer B,Yes,35.92,No,Fiber Optic,11,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.0,6375.8,0.0,0,2298.88,8674.68,4
Female,26,Yes,No,No,0,33.606899,-117.717854,48273,0,36,,Yes,13.9,No,Cable,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,85.85,3003.55,0.0,0,500.4,3503.95,4
Female,27,Yes,No,Yes,0,33.936298,-116.849577,25859,4,40,Offer B,Yes,42.1,Yes,DSL,52,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,63.9,2635.0,0.0,0,1684.0,4319.0,3
Male,51,No,No,Yes,0,34.178068,-118.615714,36123,8,65,Offer B,Yes,41.57,Yes,DSL,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5324.5,0.0,0,2702.05,8026.55,5
Male,22,Yes,No,Yes,1,33.752938,-116.230055,2743,1,71,Offer A,Yes,28.34,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,2012.14,9108.9,5
Male,80,No,Yes,No,0,37.83323,-121.601461,10153,0,2,Offer E,Yes,26.62,No,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.95,85.15,0.0,0,53.24,138.39,2
Male,80,No,Yes,No,0,38.085839,-120.37855,2144,0,21,,Yes,34.62,No,DSL,14,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,0.0,0,727.02,1963.17,1
Female,80,No,Yes,No,0,34.234912,-118.153729,20200,0,15,,Yes,39.57,No,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,91.5,1400.3,48.66,0,593.55,1945.19,3
Female,39,No,No,Yes,0,39.58458,-121.093256,101,1,5,,Yes,14.9,Yes,DSL,4,No,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,67.95,350.3,0.0,20,74.5,444.8,3
Female,22,Yes,No,No,0,36.04533,-119.532424,23506,0,1,Offer E,Yes,6.54,No,Cable,52,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.6,48.6,0.0,0,6.54,55.14,1
Female,45,No,No,Yes,0,35.151491,-117.927597,8316,7,64,Offer B,Yes,1.27,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,94.6,5948.7,0.0,0,81.28,6029.98,4
Female,70,No,Yes,No,0,33.954017,-118.402447,39334,0,2,Offer E,Yes,21.9,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,84.05,186.05,0.0,0,43.8,229.85,3
Female,54,No,No,Yes,0,35.392599,-119.245341,40836,8,55,Offer B,Yes,3.28,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,1140.05,0.0,0,180.4,1320.45,3
Male,50,No,No,No,0,33.8681,-118.067402,51556,0,1,,Yes,31.97,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,20.35,0.0,0,31.97,52.32,5
Male,50,No,No,No,3,37.656695,-122.048361,11147,0,3,,Yes,19.58,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.85,60.65,0.0,0,58.74,119.39,4
Female,19,Yes,No,Yes,0,37.454924,-122.203168,6876,1,49,,No,0.0,No,Cable,82,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.8,1782.0,0.0,0,0.0,1782.0,4
Male,78,No,Yes,Yes,0,32.825086,-117.199424,51213,1,58,,Yes,49.38,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1
Female,31,No,No,No,0,33.970661,-117.255039,46214,0,7,,Yes,28.92,No,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,586.05,0.0,0,202.44,788.49,2
Male,60,No,No,No,0,36.785618,-120.625382,9491,0,6,Offer E,Yes,20.11,No,DSL,5,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.15,336.7,0.0,0,120.66,457.36,3
Female,26,Yes,No,Yes,0,33.744119,-118.31448,21279,3,71,Offer A,Yes,9.5,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.05,6293.75,0.0,0,674.5,6968.25,3
Male,40,No,No,Yes,0,36.04533,-119.532424,23506,1,70,,Yes,39.35,Yes,DSL,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,79.15,5536.5,0.0,0,2754.5,8291.0,4
Male,48,No,No,No,0,32.690654,-115.431225,27804,0,7,Offer E,Yes,30.58,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,128.6,0.0,0,214.06,342.66,5
Male,38,No,No,Yes,2,33.771612,-118.143866,19034,6,14,Offer D,Yes,26.99,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.75,309.35,6.49,0,377.86,680.72,3
Female,50,No,No,No,0,33.888323,-117.277533,1005,0,6,Offer E,Yes,31.02,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,129.55,0.0,0,186.12,315.67,5
Male,73,No,Yes,No,0,38.921333,-120.897718,1140,0,18,Offer D,Yes,47.34,Yes,DSL,7,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,58.4,964.9,0.0,0,852.12,1817.02,4
Female,53,No,No,No,0,32.787836,-117.232376,46086,0,6,,Yes,1.15,Yes,Fiber Optic,3,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,521.3,0.0,0,6.9,528.2,1
Male,30,No,No,No,0,32.67117,-117.00232,17389,0,8,,Yes,13.04,No,Fiber Optic,85,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.1,551.35,0.0,10,104.32,665.67,1
Male,55,No,No,Yes,0,37.980057,-121.801599,90891,1,49,Offer B,Yes,39.6,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.5,4254.85,0.0,0,1940.4,6195.25,3
Male,59,No,No,Yes,2,38.375325,-121.507935,213,4,57,Offer B,Yes,49.95,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.3,4018.35,0.0,70,2847.15,6935.5,5
Female,38,No,No,No,0,33.88151,-118.234451,47305,0,17,,Yes,25.62,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,323.15,0.0,0,435.54,758.69,4
Female,27,Yes,No,No,0,34.110124,-119.100972,25634,0,7,Offer E,Yes,16.04,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,137.6,0.0,0,112.28,249.88,3
Female,56,No,No,No,0,33.990646,-117.663025,75319,0,54,,Yes,46.74,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,111.1,6014.85,0.0,50,2523.96,8588.81,1
Female,54,No,No,Yes,0,37.59485,-122.051521,66472,3,49,Offer B,Yes,13.13,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.0,918.7,0.0,0,643.37,1562.07,3
Male,30,No,No,Yes,3,38.240419,-121.587535,2344,10,47,Offer B,Yes,11.74,Yes,DSL,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,90.5,4318.35,0.0,0,551.78,4870.13,3
Female,46,No,No,Yes,3,39.068071,-121.832638,776,1,14,Offer D,Yes,26.58,Yes,Fiber Optic,53,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,1203.9,0.0,0,372.12,1576.02,3
Female,48,No,No,No,3,34.162515,-118.203869,31297,0,13,,Yes,33.54,No,Fiber Optic,76,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,1111.65,48.25,0,436.02,1499.42,1
Female,41,No,No,Yes,1,34.002642,-118.287596,56709,1,6,,Yes,29.41,No,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.5,285.2,0.0,0,176.46,461.66,4
Male,39,No,No,Yes,1,34.061918,-118.277939,44004,0,48,Offer B,Yes,11.86,Yes,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.55,1173.35,0.0,0,569.28,1742.63,3
Female,45,No,No,Yes,0,33.944624,-118.192615,96267,2,41,Offer B,Yes,9.85,No,Fiber Optic,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.45,4162.05,0.0,0,403.85,4565.9,3
Female,79,No,Yes,No,0,32.898613,-117.202937,4258,0,12,,Yes,34.01,Yes,Fiber Optic,18,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,1094.5,0.0,0,408.12,1502.62,2
Male,26,Yes,No,No,0,37.387027,-121.897775,26389,0,37,,No,0.0,No,DSL,69,Yes,Yes,No,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,40.55,1390.85,0.0,50,0.0,1440.85,3
Female,30,No,No,No,0,40.965011,-124.015255,15921,0,70,Offer A,Yes,10.21,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0.0,0,714.7,8842.3,1
Female,33,No,No,No,0,35.939068,-119.043666,5868,0,1,,Yes,14.93,No,DSL,4,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,49.9,0.0,0,14.93,64.83,3
Female,26,Yes,No,Yes,3,33.571259,-117.731917,41237,9,72,,Yes,34.69,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.6,8220.4,0.0,140,2497.68,10858.08,3
Female,38,No,No,Yes,0,41.816595,-122.948287,482,1,17,Offer D,Yes,5.4,No,Fiber Optic,8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98.6,1704.95,0.0,0,91.8,1796.75,2
Male,26,Yes,No,Yes,2,37.371862,-121.860349,26032,6,38,Offer C,Yes,17.52,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.4,3297.0,0.0,0,665.76,3962.76,4
Male,22,Yes,No,Yes,2,41.949216,-122.050062,1162,6,15,Offer D,Yes,24.36,Yes,DSL,59,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,867.1,32.65,0,365.4,1199.85,4
Male,29,Yes,No,No,3,38.823278,-121.281856,15494,0,41,,Yes,30.58,No,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.15,4507.15,0.0,0,1253.78,5760.93,5
Female,75,No,Yes,No,0,37.257772,-122.051824,30589,0,53,,Yes,16.74,No,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.8,4003.85,0.0,0,887.22,4891.07,3
Male,21,Yes,No,Yes,0,34.147149,-118.463365,22085,1,47,,Yes,20.93,Yes,Fiber Optic,85,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,95.2,4563.0,0.0,80,983.71,5626.71,5
Female,60,No,No,No,0,37.515556,-122.502311,3064,0,70,Offer A,Yes,44.57,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.95,7795.95,0.0,0,3119.9,10915.85,4
Female,36,No,No,Yes,0,38.183918,-120.898817,27,0,52,Offer B,Yes,4.22,No,DSL,18,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,64.3,3410.6,0.0,0,219.44,3630.04,4
Female,36,No,No,No,0,37.424655,-121.74841,40568,0,4,,Yes,23.5,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.65,302.35,0.0,0,94.0,396.35,5
Male,50,No,No,Yes,4,34.1528,-118.000482,41067,9,60,Offer B,Yes,38.44,Yes,Fiber Optic,57,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,0.0,0,2306.4,6759.7,5
Male,73,No,Yes,Yes,0,39.913777,-122.289984,13840,1,63,,Yes,37.12,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,6991.9,0.0,0,2338.56,9330.46,4
Male,28,Yes,No,No,0,38.683605,-120.811852,4426,0,4,Offer E,Yes,42.06,Yes,Fiber Optic,58,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.45,330.05,0.0,0,168.24,498.29,1
Male,47,No,No,No,0,39.12334,-122.838198,2223,0,3,Offer E,Yes,40.79,No,DSL,29,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.15,169.05,0.0,10,122.37,301.42,1
Male,59,No,No,No,0,34.250069,-117.393949,49355,0,6,Offer E,Yes,18.65,No,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,435.0,0.0,0,111.9,546.9,4
Male,63,No,No,No,0,34.294142,-118.603883,35325,0,43,,Yes,34.0,No,Fiber Optic,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,3198.6,0.0,0,1462.0,4660.6,1
Male,64,No,No,Yes,2,34.031529,-118.491156,23559,6,28,,Yes,3.18,No,Fiber Optic,12,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.45,2289.9,0.0,0,89.04,2378.94,3
Male,62,No,No,Yes,0,34.567058,-117.362329,12083,2,23,Offer D,Yes,24.88,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.65,436.9,0.0,0,572.24,1009.14,5
Male,24,Yes,No,No,0,39.933852,-121.584371,11168,0,14,Offer D,Yes,26.02,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.35,324.8,0.0,0,364.28,689.08,3
Female,62,No,No,Yes,2,34.159534,-116.425984,20486,10,23,,Yes,33.02,Yes,DSL,12,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,77.15,1759.4,0.0,0,759.46,2518.86,3
Female,64,No,No,No,0,38.123544,-121.159078,45755,0,14,,Yes,24.04,No,Cable,12,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,51.45,727.85,0.0,0,336.56,1064.41,3
Female,44,No,No,No,0,34.282704,-118.312929,18752,0,31,,Yes,33.38,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.55,2697.4,0.0,0,1034.78,3732.18,3
Male,58,No,No,Yes,3,40.336392,-122.448533,12348,0,13,,No,0.0,No,DSL,57,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.55,590.35,0.0,0,0.0,590.35,3
Female,50,No,No,Yes,0,41.096569,-121.879082,265,1,63,,Yes,1.93,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.5,6873.75,0.0,60,121.59,7055.34,3
Female,34,No,No,No,0,39.117018,-120.212535,858,0,24,,Yes,4.82,No,DSL,16,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.3,1233.25,0.0,0,115.68,1348.93,5
Female,24,Yes,No,No,0,37.974498,-121.319568,30476,0,3,Offer E,Yes,25.75,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,63.75,0.0,0,77.25,141.0,1
Male,23,Yes,No,Yes,0,38.34719,-122.697822,42544,6,33,Offer C,Yes,48.49,No,DSL,51,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.55,1462.6,0.0,0,1600.17,3062.77,4
Female,60,No,No,Yes,0,39.288127,-122.415841,844,9,59,Offer B,Yes,26.99,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,18.4,1057.85,0.0,0,1592.41,2650.26,4
Female,43,No,No,No,0,34.165383,-118.123752,38460,0,23,,Yes,48.88,Yes,DSL,12,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.55,1843.05,19.63,0,1124.24,2947.66,3
Male,45,No,No,No,1,32.762506,-117.07245,56887,0,37,,Yes,49.99,No,Cable,27,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,61.45,2302.35,48.79,110,1849.63,4213.19,3
Female,40,No,No,No,0,34.19829,-118.602203,23519,0,13,,Yes,26.13,No,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.15,886.7,8.53,0,339.69,1217.86,4
Male,51,No,No,No,0,34.278697,-119.167798,27381,0,70,Offer A,Yes,14.63,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.95,7711.25,0.0,0,1024.1,8735.35,3
Male,52,No,No,Yes,2,37.339533,-121.777179,44103,9,71,Offer A,Yes,23.34,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1396.25,0.0,0,1657.14,3053.39,4
Male,54,No,No,Yes,2,40.03194,-122.176023,3357,9,58,,Yes,35.35,No,DSL,29,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.2,4300.8,0.0,0,2050.3,6351.1,4
Male,61,No,No,No,0,37.80707,-122.297401,21054,0,65,,Yes,33.11,Yes,Fiber Optic,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.0,7138.65,0.0,0,2152.15,9290.8,4
Female,63,No,No,No,0,34.727529,-118.153098,35109,0,1,Offer E,Yes,38.33,No,DSL,24,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.15,50.15,0.0,50,38.33,138.48,3
Male,39,No,No,No,0,39.178337,-120.162806,4002,0,68,,Yes,32.67,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,117.2,8035.95,0.0,0,2221.56,10257.51,3
Female,76,No,Yes,Yes,2,33.79499,-118.065591,21343,1,1,Offer E,Yes,15.28,No,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,70.45,70.45,0.0,0,15.28,85.73,2
Female,64,No,No,Yes,0,35.710244,-118.881679,88,8,1,,Yes,35.24,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.65,20.65,0.0,0,35.24,55.89,4
Male,30,No,No,Yes,2,34.174215,-118.345928,29245,6,24,,Yes,44.57,No,Cable,26,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.3,1706.45,0.0,0,1069.68,2776.13,3
Female,61,No,No,Yes,0,34.238802,-118.482296,57017,5,64,,No,0.0,No,DSL,27,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,47.85,3147.5,0.0,0,0.0,3147.5,1
Male,19,Yes,No,Yes,1,38.25485,-122.461799,34314,6,67,,Yes,40.96,Yes,Fiber Optic,47,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.2,7530.8,0.0,0,2744.32,10275.12,4
Male,77,No,Yes,Yes,0,33.994676,-117.372498,18999,7,30,,Yes,40.5,Yes,DSL,8,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,74.85,2181.75,0.0,0,1215.0,3396.75,5
Female,53,No,No,No,0,35.214982,-118.59049,1436,0,1,,Yes,41.39,No,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,70.5,0.0,0,41.39,111.89,2
